,UID,cloudProdID,productID,shortID,colorNum,title,subtitle,category,type,currency,fullPrice,currentPrice,sale,TopColor,channel,short_description,rating,customizable,ExtendedSizing,inStock,ComingSoon,BestSeller,Excluded,GiftCard,Jersey,Launch,MemberExclusive,NBA,NFL,Sustainable,label,prebuildId,prod_url,color-ID,color-Description,color-FullPrice,color-CurrentPrice,color-Discount,color-BestSeller,color-InStock,color-MemberExclusive,color-New,color-Label,color-Image-url
76,50119239-d34e-503d-be0b-caad7d08b86819069907-7109-5d04-a28d-64566c90e1d2,50119239-d34e-503d-be0b-caad7d08b868,b302368c-ccd1-4545-bbda-2cd4c9eea42e,2cd4c9eea42e,2,Jordan Retro 6 G,Men's Golf Shoes,golf,FOOTWEAR,USD,230,230.0,False,White/Varsity Red/Midnight Navy,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","Feel unbeatable from the tee box to the final putt in a design is pure early MJ: speed, class and laden with true early '90s touches like visible Air and a translucent rubber sole that continue to stand the test of time. This model fuses the strut of 1st MJ’s championship with some of our best golf technology, helping you make a statement of confidence when it comes time to tame the course.",4.7,False,False,True,False,False,False,False,False,False,True,False,False,False,nikePlusExclusive,,https://www.nike.com/t/jordan-retro-6-g-mens-golf-shoes-t9bR21/DV1376-101,19069907-7109-5d04-a28d-64566c90e1d2,White/Khaki,220,165.97,True,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/838d3b6e-bc09-4fce-b40e-cf36b0ef1521/image.jpg"
77,50119239-d34e-503d-be0b-caad7d08b8685d8917ef-f1f7-59b9-9d2f-e85aa43a3298,50119239-d34e-503d-be0b-caad7d08b868,b302368c-ccd1-4545-bbda-2cd4c9eea42e,2cd4c9eea42e,3,Jordan Retro 6 G,Men's Golf Shoes,golf,FOOTWEAR,USD,230,230.0,False,White/Varsity Red/Midnight Navy,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","Feel unbeatable from the tee box to the final putt in a design is pure early MJ: speed, class and laden with true early '90s touches like visible Air and a translucent rubber sole that continue to stand the test of time. This model fuses the strut of 1st MJ’s championship with some of our best golf technology, helping you make a statement of confidence when it comes time to tame the course.",4.7,False,False,True,False,False,False,False,False,False,True,False,False,False,nikePlusExclusive,,https://www.nike.com/t/jordan-retro-6-g-mens-golf-shoes-t9bR21/DV1376-101,5d8917ef-f1f7-59b9-9d2f-e85aa43a3298,White/Infrared 23/Black,220,165.97,True,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/474283ed-2265-4fc0-b394-04e0a379ce7c/image.jpg"
78,9aba8d3c-8ca1-56e9-8e67-e0bcb7fd44149aba8d3c-8ca1-56e9-8e67-e0bcb7fd4414,9aba8d3c-8ca1-56e9-8e67-e0bcb7fd4414,da975c2e-a4fa-4844-b2e6-49cc873bda6b,49cc873bda6b,1,Nike Air Max 1 '86 OG G,Men's Golf Shoes,golf,FOOTWEAR,USD,160,160.0,False,Sea Glass/Mica Green/Lime Blast/Sequoia,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","A streetwear legend hits the links in the Air Max 1 G. Featuring the 4-window design that lets you peak at the large Air unit underneath, this is on-course cool, confidence and comfort personified. It sports the vintage Air Max 1 details you love, like clean lines and unmistakable colors, and melds them with our game-changing golf technology, so you can play all day, year-round in a timeless fit.",4.5,False,False,True,False,False,False,False,False,False,True,False,False,False,nikePlusExclusive,,https://www.nike.com/t/air-max-1-86-og-g-mens-golf-shoes-qT5Dtm/DV1403-002,9aba8d3c-8ca1-56e9-8e67-e0bcb7fd4414,Sea Glass/Mica Green/Lime Blast/Sequoia,160,160.0,False,False,True,True,False,nikePlusExclusive,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/2598d6ab-48a9-4628-b2e9-eb5b7922cd3c/image.jpg"
79,9aba8d3c-8ca1-56e9-8e67-e0bcb7fd4414bdb56428-7201-585b-aa8b-5b344e9096d7,9aba8d3c-8ca1-56e9-8e67-e0bcb7fd4414,da975c2e-a4fa-4844-b2e6-49cc873bda6b,49cc873bda6b,2,Nike Air Max 1 '86 OG G,Men's Golf Shoes,golf,FOOTWEAR,USD,160,160.0,False,Sea Glass/Mica Green/Lime Blast/Sequoia,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","A streetwear legend hits the links in the Air Max 1 G. Featuring the 4-window design that lets you peak at the large Air unit underneath, this is on-course cool, confidence and comfort personified. It sports the vintage Air Max 1 details you love, like clean lines and unmistakable colors, and melds them with our game-changing golf technology, so you can play all day, year-round in a timeless fit.",4.5,False,False,True,False,False,False,False,False,False,True,False,False,False,nikePlusExclusive,,https://www.nike.com/t/air-max-1-86-og-g-mens-golf-shoes-qT5Dtm/DV1403-002,bdb56428-7201-585b-aa8b-5b344e9096d7,Black/White,160,160.0,False,True,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/1960503a-6da0-4fbf-8862-056be27a74f3/image.jpg"
80,9aba8d3c-8ca1-56e9-8e67-e0bcb7fd4414cd559baa-3615-5af4-b079-8f6c7d0844ac,9aba8d3c-8ca1-56e9-8e67-e0bcb7fd4414,da975c2e-a4fa-4844-b2e6-49cc873bda6b,49cc873bda6b,3,Nike Air Max 1 '86 OG G,Men's Golf Shoes,golf,FOOTWEAR,USD,160,160.0,False,Sea Glass/Mica Green/Lime Blast/Sequoia,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","A streetwear legend hits the links in the Air Max 1 G. Featuring the 4-window design that lets you peak at the large Air unit underneath, this is on-course cool, confidence and comfort personified. It sports the vintage Air Max 1 details you love, like clean lines and unmistakable colors, and melds them with our game-changing golf technology, so you can play all day, year-round in a timeless fit.",4.5,False,False,True,False,False,False,False,False,False,True,False,False,False,nikePlusExclusive,,https://www.nike.com/t/air-max-1-86-og-g-mens-golf-shoes-qT5Dtm/DV1403-002,cd559baa-3615-5af4-b079-8f6c7d0844ac,White/Black,160,160.0,False,True,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/89638988-c97b-4e50-896e-8bf9f9f77cf2/image.jpg"
81,9aba8d3c-8ca1-56e9-8e67-e0bcb7fd4414dd35c935-6f3d-5f79-9c4b-c53f0d9fd333,9aba8d3c-8ca1-56e9-8e67-e0bcb7fd4414,da975c2e-a4fa-4844-b2e6-49cc873bda6b,49cc873bda6b,4,Nike Air Max 1 '86 OG G,Men's Golf Shoes,golf,FOOTWEAR,USD,160,160.0,False,Sea Glass/Mica Green/Lime Blast/Sequoia,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","A streetwear legend hits the links in the Air Max 1 G. Featuring the 4-window design that lets you peak at the large Air unit underneath, this is on-course cool, confidence and comfort personified. It sports the vintage Air Max 1 details you love, like clean lines and unmistakable colors, and melds them with our game-changing golf technology, so you can play all day, year-round in a timeless fit.",4.5,False,False,True,False,False,False,False,False,False,True,False,False,False,nikePlusExclusive,,https://www.nike.com/t/air-max-1-86-og-g-mens-golf-shoes-qT5Dtm/DV1403-002,dd35c935-6f3d-5f79-9c4b-c53f0d9fd333,Photon Dust/White/Track Red/Midnight Navy,150,150.0,False,True,True,True,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/7b57862b-ef88-4e9d-83cb-187bdc4969e8/image.jpg"
82,fc8c4a31-e699-5ace-a5bb-50d08ded4442fc8c4a31-e699-5ace-a5bb-50d08ded4442,fc8c4a31-e699-5ace-a5bb-50d08ded4442,6073981c-104e-449c-a4b4-2a55a342dff6,2a55a342dff6,1,Roshe G Next Nature,Men's Golf Shoes,golf,FOOTWEAR,USD,90,90.0,False,Sequoia/Lime Blast/Sea Glass,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","When the sun’s beating down your back and your drive just landed in the bunker, lean into the Roshe 2, a design that can help you find your peace when your round isn't going your way. It’s inherently simple and stylish, breathable and comfortable, perfect for playing in those sizzling-hot months. A full mesh upper and a soft, lightweight foam midsole form a cushioned combination to help maintain your internal calm, even if your game goes in the gutter.",4.6,False,False,True,False,False,False,False,False,False,False,False,False,True,IN_STOCK,,https://www.nike.com/t/roshe-g-next-nature-mens-golf-shoes-CdMxPX/DV1202-300,fc8c4a31-e699-5ace-a5bb-50d08ded4442,Sequoia/Lime Blast/Sea Glass,90,90.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/e92c1722-6278-4c0b-8c7a-d8274f652f4b/image.jpg"
83,fc8c4a31-e699-5ace-a5bb-50d08ded4442df9fd56a-8e74-5f2b-94a1-6968f8a92b34,fc8c4a31-e699-5ace-a5bb-50d08ded4442,6073981c-104e-449c-a4b4-2a55a342dff6,2a55a342dff6,2,Roshe G Next Nature,Men's Golf Shoes,golf,FOOTWEAR,USD,90,90.0,False,Sequoia/Lime Blast/Sea Glass,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","When the sun’s beating down your back and your drive just landed in the bunker, lean into the Roshe 2, a design that can help you find your peace when your round isn't going your way. It’s inherently simple and stylish, breathable and comfortable, perfect for playing in those sizzling-hot months. A full mesh upper and a soft, lightweight foam midsole form a cushioned combination to help maintain your internal calm, even if your game goes in the gutter.",4.6,False,False,True,False,False,False,False,False,False,False,False,False,True,IN_STOCK,,https://www.nike.com/t/roshe-g-next-nature-mens-golf-shoes-CdMxPX/DV1202-300,df9fd56a-8e74-5f2b-94a1-6968f8a92b34,Black/White,90,90.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/04cd1f97-658d-4370-93ae-b60e863ad467/image.jpg"
84,fc8c4a31-e699-5ace-a5bb-50d08ded4442754e2337-9845-5d9a-8d18-caa3c9c7c2d0,fc8c4a31-e699-5ace-a5bb-50d08ded4442,6073981c-104e-449c-a4b4-2a55a342dff6,2a55a342dff6,3,Roshe G Next Nature,Men's Golf Shoes,golf,FOOTWEAR,USD,90,90.0,False,Sequoia/Lime Blast/Sea Glass,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","When the sun’s beating down your back and your drive just landed in the bunker, lean into the Roshe 2, a design that can help you find your peace when your round isn't going your way. It’s inherently simple and stylish, breathable and comfortable, perfect for playing in those sizzling-hot months. A full mesh upper and a soft, lightweight foam midsole form a cushioned combination to help maintain your internal calm, even if your game goes in the gutter.",4.6,False,False,True,False,False,False,False,False,False,False,False,False,True,IN_STOCK,,https://www.nike.com/t/roshe-g-next-nature-mens-golf-shoes-CdMxPX/DV1202-300,754e2337-9845-5d9a-8d18-caa3c9c7c2d0,Photon Dust/White,90,90.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/f532b219-717e-4c4b-9f40-a4b4ce88f067/image.jpg"
85,fc8c4a31-e699-5ace-a5bb-50d08ded4442a5095f1b-a3a7-5ba6-919b-c81deba2ea7c,fc8c4a31-e699-5ace-a5bb-50d08ded4442,6073981c-104e-449c-a4b4-2a55a342dff6,2a55a342dff6,4,Roshe G Next Nature,Men's Golf Shoes,golf,FOOTWEAR,USD,90,90.0,False,Sequoia/Lime Blast/Sea Glass,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","When the sun’s beating down your back and your drive just landed in the bunker, lean into the Roshe 2, a design that can help you find your peace when your round isn't going your way. It’s inherently simple and stylish, breathable and comfortable, perfect for playing in those sizzling-hot months. A full mesh upper and a soft, lightweight foam midsole form a cushioned combination to help maintain your internal calm, even if your game goes in the gutter.",4.6,False,False,True,False,False,False,False,False,False,False,False,False,True,IN_STOCK,,https://www.nike.com/t/roshe-g-next-nature-mens-golf-shoes-CdMxPX/DV1202-300,a5095f1b-a3a7-5ba6-919b-c81deba2ea7c,Track Red/Rush Fuchsia/Photon Dust/Black,85,57.97,True,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/c56b531a-7ecb-45d0-aadd-c159a372f69c/image.jpg"
86,fc8c4a31-e699-5ace-a5bb-50d08ded44423b75d898-44d7-523f-98e1-483eb79cbf3d,fc8c4a31-e699-5ace-a5bb-50d08ded4442,6073981c-104e-449c-a4b4-2a55a342dff6,2a55a342dff6,5,Roshe G Next Nature,Men's Golf Shoes,golf,FOOTWEAR,USD,90,90.0,False,Sequoia/Lime Blast/Sea Glass,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","When the sun’s beating down your back and your drive just landed in the bunker, lean into the Roshe 2, a design that can help you find your peace when your round isn't going your way. It’s inherently simple and stylish, breathable and comfortable, perfect for playing in those sizzling-hot months. A full mesh upper and a soft, lightweight foam midsole form a cushioned combination to help maintain your internal calm, even if your game goes in the gutter.",4.6,False,False,True,False,False,False,False,False,False,False,False,False,True,IN_STOCK,,https://www.nike.com/t/roshe-g-next-nature-mens-golf-shoes-CdMxPX/DV1202-300,3b75d898-44d7-523f-98e1-483eb79cbf3d,Medium Soft Pink/White/Gum Light Brown/Black,85,85.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/7dd2410f-c77f-4acb-ad60-a7eaa1e33773/image.jpg"
87,fc8c4a31-e699-5ace-a5bb-50d08ded444218f5d8c6-7109-5938-b8fa-84492cd18c52,fc8c4a31-e699-5ace-a5bb-50d08ded4442,6073981c-104e-449c-a4b4-2a55a342dff6,2a55a342dff6,6,Roshe G Next Nature,Men's Golf Shoes,golf,FOOTWEAR,USD,90,90.0,False,Sequoia/Lime Blast/Sea Glass,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","When the sun’s beating down your back and your drive just landed in the bunker, lean into the Roshe 2, a design that can help you find your peace when your round isn't going your way. It’s inherently simple and stylish, breathable and comfortable, perfect for playing in those sizzling-hot months. A full mesh upper and a soft, lightweight foam midsole form a cushioned combination to help maintain your internal calm, even if your game goes in the gutter.",4.6,False,False,True,False,False,False,False,False,False,False,False,False,True,IN_STOCK,,https://www.nike.com/t/roshe-g-next-nature-mens-golf-shoes-CdMxPX/DV1202-300,18f5d8c6-7109-5938-b8fa-84492cd18c52,Ocean Bliss/Mineral Teal/Citron Tint/White,85,62.97,True,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/950cca50-b19b-42be-b19f-9ca03272ae27/image.jpg"
88,fc8c4a31-e699-5ace-a5bb-50d08ded444266684f8a-4e59-5dad-9eb3-37f14ab7b58f,fc8c4a31-e699-5ace-a5bb-50d08ded4442,6073981c-104e-449c-a4b4-2a55a342dff6,2a55a342dff6,7,Roshe G Next Nature,Men's Golf Shoes,golf,FOOTWEAR,USD,90,90.0,False,Sequoia/Lime Blast/Sea Glass,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","When the sun’s beating down your back and your drive just landed in the bunker, lean into the Roshe 2, a design that can help you find your peace when your round isn't going your way. It’s inherently simple and stylish, breathable and comfortable, perfect for playing in those sizzling-hot months. A full mesh upper and a soft, lightweight foam midsole form a cushioned combination to help maintain your internal calm, even if your game goes in the gutter.",4.6,False,False,True,False,False,False,False,False,False,False,False,False,True,IN_STOCK,,https://www.nike.com/t/roshe-g-next-nature-mens-golf-shoes-CdMxPX/DV1202-300,66684f8a-4e59-5dad-9eb3-37f14ab7b58f,Football Grey/Blue Lightning/Iron Grey,85,85.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/2e12cdb1-9f25-4caf-b52f-fd1fd889d666/image.jpg"
89,fc8c4a31-e699-5ace-a5bb-50d08ded4442b1054de1-a9a0-5d1d-8a4e-560dbb33a84f,fc8c4a31-e699-5ace-a5bb-50d08ded4442,6073981c-104e-449c-a4b4-2a55a342dff6,2a55a342dff6,8,Roshe G Next Nature,Men's Golf Shoes,golf,FOOTWEAR,USD,90,90.0,False,Sequoia/Lime Blast/Sea Glass,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","When the sun’s beating down your back and your drive just landed in the bunker, lean into the Roshe 2, a design that can help you find your peace when your round isn't going your way. It’s inherently simple and stylish, breathable and comfortable, perfect for playing in those sizzling-hot months. A full mesh upper and a soft, lightweight foam midsole form a cushioned combination to help maintain your internal calm, even if your game goes in the gutter.",4.6,False,False,True,False,False,False,False,False,False,False,False,False,True,IN_STOCK,,https://www.nike.com/t/roshe-g-next-nature-mens-golf-shoes-CdMxPX/DV1202-300,b1054de1-a9a0-5d1d-8a4e-560dbb33a84f,Light Smoke Grey/Hot Punch/Black,85,65.97,True,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/529db06c-b908-4ac3-9caa-2f27dd50e627/image.jpg"
90,5cb9e164-9592-5875-83bc-1373f988069f5cb9e164-9592-5875-83bc-1373f988069f,5cb9e164-9592-5875-83bc-1373f988069f,6e087910-0f8e-408b-8919-fb7f886f844a,fb7f886f844a,1,Nike Air Max 1 '86 OG G NRG,Men's Golf Shoes,golf,FOOTWEAR,USD,180,180.0,False,White/Challenge Red/Photon Dust/Obsidian,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","A streetwear legend returns, this time to celebrate golf’s greatest team event where intercontinental bragging rights hang in the balance. It sports the vintage Air Max 1 details you love: Clean lines, no-sew overlays, unmistakable colors and melds them with an outsole ready for the links. Details throughout nod to this prestigious tournament.",4.2,False,False,True,False,False,False,False,False,False,True,False,False,False,nikePlusExclusive,,https://www.nike.com/t/air-max-1-86-og-g-nrg-mens-golf-shoes-q2mp7S/FB9152-100,5cb9e164-9592-5875-83bc-1373f988069f,White/Challenge Red/Photon Dust/Obsidian,180,180.0,False,False,True,True,False,nikePlusExclusive,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/f7a97c2b-22c3-4a3f-bfd6-7f33960fc723/image.jpg"
91,c781bb66-2844-5f31-88bb-d74b21bf3720c781bb66-2844-5f31-88bb-d74b21bf3720,c781bb66-2844-5f31-88bb-d74b21bf3720,0a78b131-11d9-4591-ad09-4cb58400bb11,4cb58400bb11,1,Nike Air Zoom Victory Tour 3 NRG,Men's Golf Shoes,golf,FOOTWEAR,USD,210,210.0,False,White/Challenge Red/Hyper Royal/Obsidian,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","This special Victory Tour 3 celebrates golf’s greatest team event, where intercontinental bragging rights hang in the balance. It offers robust comfort, unreal energy return and spikes that offer exceptional traction, whether you’re swinging through or playing through en route to 36.",5,False,False,True,False,False,False,False,False,False,True,False,False,False,nikePlusExclusive,,https://www.nike.com/t/air-zoom-victory-tour-3-nrg-mens-golf-shoes-glSrNM/FB8132-100,c781bb66-2844-5f31-88bb-d74b21bf3720,White/Challenge Red/Hyper Royal/Obsidian,210,210.0,False,False,True,True,False,nikePlusExclusive,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/afbff53f-b63e-4127-b5ed-a2fcad640709/image.jpg"
92,c781bb66-2844-5f31-88bb-d74b21bf37205c39400d-3717-5a34-b398-e53fb7bd072c,c781bb66-2844-5f31-88bb-d74b21bf3720,0a78b131-11d9-4591-ad09-4cb58400bb11,4cb58400bb11,2,Nike Air Zoom Victory Tour 3 NRG,Men's Golf Shoes,golf,FOOTWEAR,USD,210,210.0,False,White/Challenge Red/Hyper Royal/Obsidian,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","This special Victory Tour 3 celebrates golf’s greatest team event, where intercontinental bragging rights hang in the balance. It offers robust comfort, unreal energy return and spikes that offer exceptional traction, whether you’re swinging through or playing through en route to 36.",5,False,False,True,False,False,False,False,False,False,True,False,False,False,nikePlusExclusive,,https://www.nike.com/t/air-zoom-victory-tour-3-nrg-mens-golf-shoes-glSrNM/FB8132-100,5c39400d-3717-5a34-b398-e53fb7bd072c,White/Tour Yellow/Photo Blue/Obsidian,210,210.0,False,False,True,True,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/cd74592a-58db-4543-a72a-0b82f75bd514/image.jpg"
93,877d774f-b564-54de-8268-4be2ef7d2e85877d774f-b564-54de-8268-4be2ef7d2e85,877d774f-b564-54de-8268-4be2ef7d2e85,fee357c6-1d68-4d4e-946f-a330a5224321,a330a5224321,1,Nike In-Season TR 13,Women's Workout Shoes,training,FOOTWEAR,USD,85,85.0,False,Mica Green/Light Silver/Pink Oxford,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","When time is of the essence, but your workout can’t wait any longer, ride with the Nike In-Season TR 13. It offers versatility, the kind that can carry you from a hard-hitting HIIT class to the treadmill and turn a squeezed-in gym session into sweat-soaked satisfaction. Whether you’re moving laterally or deepening your cardio base by reeling in a few miles in front of you, the energy return will help you reap what you sow.",4.3,False,False,True,False,False,False,False,False,False,False,False,False,False,IN_STOCK,,https://www.nike.com/t/in-season-tr-13-womens-workout-shoes-WzrbTx/DV3975-300,877d774f-b564-54de-8268-4be2ef7d2e85,Mica Green/Light Silver/Pink Oxford,85,85.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/36c0029e-1fd0-42c8-94f1-1cb11827cc5d/image.jpg"
94,877d774f-b564-54de-8268-4be2ef7d2e85e306260f-9e1c-58e3-b0a9-53ce0590c394,877d774f-b564-54de-8268-4be2ef7d2e85,fee357c6-1d68-4d4e-946f-a330a5224321,a330a5224321,2,Nike In-Season TR 13,Women's Workout Shoes,training,FOOTWEAR,USD,85,85.0,False,Mica Green/Light Silver/Pink Oxford,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","When time is of the essence, but your workout can’t wait any longer, ride with the Nike In-Season TR 13. It offers versatility, the kind that can carry you from a hard-hitting HIIT class to the treadmill and turn a squeezed-in gym session into sweat-soaked satisfaction. Whether you’re moving laterally or deepening your cardio base by reeling in a few miles in front of you, the energy return will help you reap what you sow.",4.3,False,False,True,False,False,False,False,False,False,False,False,False,False,IN_STOCK,,https://www.nike.com/t/in-season-tr-13-womens-workout-shoes-WzrbTx/DV3975-300,e306260f-9e1c-58e3-b0a9-53ce0590c394,Black/Diffused Blue/White/Metallic Red Bronze,90,90.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/48ccea44-0a93-4cb3-b2af-b7dbb7610964/image.jpg"
95,877d774f-b564-54de-8268-4be2ef7d2e85bcf2b39f-d5c1-57d5-9416-0ddc004c7b74,877d774f-b564-54de-8268-4be2ef7d2e85,fee357c6-1d68-4d4e-946f-a330a5224321,a330a5224321,3,Nike In-Season TR 13,Women's Workout Shoes,training,FOOTWEAR,USD,85,85.0,False,Mica Green/Light Silver/Pink Oxford,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","When time is of the essence, but your workout can’t wait any longer, ride with the Nike In-Season TR 13. It offers versatility, the kind that can carry you from a hard-hitting HIIT class to the treadmill and turn a squeezed-in gym session into sweat-soaked satisfaction. Whether you’re moving laterally or deepening your cardio base by reeling in a few miles in front of you, the energy return will help you reap what you sow.",4.3,False,False,True,False,False,False,False,False,False,False,False,False,False,IN_STOCK,,https://www.nike.com/t/in-season-tr-13-womens-workout-shoes-WzrbTx/DV3975-300,bcf2b39f-d5c1-57d5-9416-0ddc004c7b74,Luminous Green/Sea Glass/Lime Blast/White,85,85.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/df0abb65-e952-44a6-ac70-d490d7ac984e/image.jpg"
96,877d774f-b564-54de-8268-4be2ef7d2e8501b49f6f-a470-5eb2-a115-543c16354281,877d774f-b564-54de-8268-4be2ef7d2e85,fee357c6-1d68-4d4e-946f-a330a5224321,a330a5224321,4,Nike In-Season TR 13,Women's Workout Shoes,training,FOOTWEAR,USD,85,85.0,False,Mica Green/Light Silver/Pink Oxford,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","When time is of the essence, but your workout can’t wait any longer, ride with the Nike In-Season TR 13. It offers versatility, the kind that can carry you from a hard-hitting HIIT class to the treadmill and turn a squeezed-in gym session into sweat-soaked satisfaction. Whether you’re moving laterally or deepening your cardio base by reeling in a few miles in front of you, the energy return will help you reap what you sow.",4.3,False,False,True,False,False,False,False,False,False,False,False,False,False,IN_STOCK,,https://www.nike.com/t/in-season-tr-13-womens-workout-shoes-WzrbTx/DV3975-300,01b49f6f-a470-5eb2-a115-543c16354281,Black/Iron Grey/White,85,85.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/f2d8e116-6108-437d-b135-9b6cdcd463bb/image.jpg"
97,877d774f-b564-54de-8268-4be2ef7d2e85dd9b4bcc-b097-50a0-bcd8-20acf7fa99f1,877d774f-b564-54de-8268-4be2ef7d2e85,fee357c6-1d68-4d4e-946f-a330a5224321,a330a5224321,5,Nike In-Season TR 13,Women's Workout Shoes,training,FOOTWEAR,USD,85,85.0,False,Mica Green/Light Silver/Pink Oxford,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","When time is of the essence, but your workout can’t wait any longer, ride with the Nike In-Season TR 13. It offers versatility, the kind that can carry you from a hard-hitting HIIT class to the treadmill and turn a squeezed-in gym session into sweat-soaked satisfaction. Whether you’re moving laterally or deepening your cardio base by reeling in a few miles in front of you, the energy return will help you reap what you sow.",4.3,False,False,True,False,False,False,False,False,False,False,False,False,False,IN_STOCK,,https://www.nike.com/t/in-season-tr-13-womens-workout-shoes-WzrbTx/DV3975-300,dd9b4bcc-b097-50a0-bcd8-20acf7fa99f1,White/Black/Jade Ice/Emerald Rise,85,85.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/5043cacd-f795-45af-8eac-25a40d51f0d3/image.jpg"
98,877d774f-b564-54de-8268-4be2ef7d2e85a6e6c90d-9c9b-55db-b0eb-92ddaeddc681,877d774f-b564-54de-8268-4be2ef7d2e85,fee357c6-1d68-4d4e-946f-a330a5224321,a330a5224321,6,Nike In-Season TR 13,Women's Workout Shoes,training,FOOTWEAR,USD,85,85.0,False,Mica Green/Light Silver/Pink Oxford,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","When time is of the essence, but your workout can’t wait any longer, ride with the Nike In-Season TR 13. It offers versatility, the kind that can carry you from a hard-hitting HIIT class to the treadmill and turn a squeezed-in gym session into sweat-soaked satisfaction. Whether you’re moving laterally or deepening your cardio base by reeling in a few miles in front of you, the energy return will help you reap what you sow.",4.3,False,False,True,False,False,False,False,False,False,False,False,False,False,IN_STOCK,,https://www.nike.com/t/in-season-tr-13-womens-workout-shoes-WzrbTx/DV3975-300,a6e6c90d-9c9b-55db-b0eb-92ddaeddc681,White/Photon Dust/Picante Red/Black,80,80.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/d64ae283-23bf-445f-966d-2b20ad04c5d1/image.jpg"
