UID,currency,sales,quantity,year,month
08733c30-bff9-5fa3-9790-1f3422244ffd091bbffc-606f-5f49-ba14-4f5254fb80af,USD,480.0,3,2023,11
08733c30-bff9-5fa3-9790-1f3422244ffd091bbffc-606f-5f49-ba14-4f5254fb80af,USD,320.0,2,2023,11
08733c30-bff9-5fa3-9790-1f3422244ffdbc7a4261-a668-534b-9877-e72634645e27,USD,320.0,2,2023,11
08733c30-bff9-5fa3-9790-1f3422244ffdbc7a4261-a668-534b-9877-e72634645e27,USD,800.0,5,2023,11
08733c30-bff9-5fa3-9790-1f3422244ffd4d57788c-54ad-5c56-859a-7afca206899b,USD,640.0,4,2023,11
08733c30-bff9-5fa3-9790-1f3422244ffd4d57788c-54ad-5c56-859a-7afca206899b,USD,320.0,2,2023,11
ac581006-ce50-5ed5-b68d-06334d8870fd28984265-4c4c-5119-8509-4092518ae8a7,USD,280.0,4,2023,11
ac581006-ce50-5ed5-b68d-06334d8870fd28984265-4c4c-5119-8509-4092518ae8a7,USD,140.0,2,2023,11
ac581006-ce50-5ed5-b68d-06334d8870fd6c189910-baee-5d47-9560-e83629524ce5,USD,140.0,2,2023,11
717505fa-be76-5547-8412-e581a371f0e4717505fa-be76-5547-8412-e581a371f0e4,USD,375.0,3,2023,11
07b0b796-c3e2-5fb4-9fca-860bbaa6233b07b0b796-c3e2-5fb4-9fca-860bbaa6233b,USD,115.0,1,2023,11
07b0b796-c3e2-5fb4-9fca-860bbaa6233b721d2f35-2feb-5283-b5e0-1dd741b710fd,USD,345.0,3,2023,11
07b0b796-c3e2-5fb4-9fca-860bbaa6233be5c67bc8-7b38-5e4c-b6a6-b7bcc3814c45,USD,575.0,5,2023,11
07b0b796-c3e2-5fb4-9fca-860bbaa6233bb46c4ee6-fd6f-5e89-95a1-dbdf654291e7,USD,575.0,5,2023,11
