UID,currency,sales,quantity,year,month
f3066f61-7113-550b-b7c4-f1e4efec785f003a4127-b44e-524c-ab03-570053dc1ea9,USD,364.85,5,2023,11
f3066f61-7113-550b-b7c4-f1e4efec785f003a4127-b44e-524c-ab03-570053dc1ea9,USD,218.91,3,2023,11
3a38bc58-a1ad-56ca-82e8-d3467f7ebf2a3075275d-1b4c-59c4-b05c-d86bab224b46,USD,220.0,2,2023,11
3a38bc58-a1ad-56ca-82e8-d3467f7ebf2a3075275d-1b4c-59c4-b05c-d86bab224b46,USD,220.0,2,2023,11
3a38bc58-a1ad-56ca-82e8-d3467f7ebf2acd0c898f-f1a9-56f2-b8c9-b65a48695c27,USD,550.0,5,2023,11
3a38bc58-a1ad-56ca-82e8-d3467f7ebf2a87b66b86-d731-5c47-8ff5-fc8e2a44de8d,USD,110.0,1,2023,11
a77c562f-c9cf-5edf-9beb-f497dd74d252a77c562f-c9cf-5edf-9beb-f497dd74d252,USD,90.0,1,2023,11
a77c562f-c9cf-5edf-9beb-f497dd74d252a77c562f-c9cf-5edf-9beb-f497dd74d252,USD,270.0,3,2023,11
a77c562f-c9cf-5edf-9beb-f497dd74d252b9f8481c-951e-58d0-93d2-39f35aa81bc2,USD,450.0,5,2023,11
4b5987ca-b7df-585a-88c9-a6478c64daf14fdc9f52-8a48-5b5c-9cbf-e98522d407b2,USD,190.0,2,2023,11
4b5987ca-b7df-585a-88c9-a6478c64daf14fdc9f52-8a48-5b5c-9cbf-e98522d407b2,USD,475.0,5,2023,11
4b5987ca-b7df-585a-88c9-a6478c64daf10c6163bb-9d4c-57ed-8926-127420447a39,USD,380.0,4,2023,11
4b5987ca-b7df-585a-88c9-a6478c64daf10c6163bb-9d4c-57ed-8926-127420447a39,USD,380.0,4,2023,11
4b5987ca-b7df-585a-88c9-a6478c64daf1322f736b-7c93-506c-962b-da3a76d5bd35,USD,190.0,2,2023,11
4b5987ca-b7df-585a-88c9-a6478c64daf1322f736b-7c93-506c-962b-da3a76d5bd35,USD,475.0,5,2023,11
1a6db967-131f-5b26-b50d-94de08129be9267782af-1d80-52d1-a1a2-8b233b2111a6,USD,95.0,1,2023,11
1a6db967-131f-5b26-b50d-94de08129be9267782af-1d80-52d1-a1a2-8b233b2111a6,USD,95.0,1,2023,11
1a6db967-131f-5b26-b50d-94de08129be9764c40ba-2e31-57f1-bc27-cf51ca0cb752,USD,95.0,1,2023,11
1a6db967-131f-5b26-b50d-94de08129be9764c40ba-2e31-57f1-bc27-cf51ca0cb752,USD,95.0,1,2023,11
1a6db967-131f-5b26-b50d-94de08129be9dcc093a4-40d8-5a54-bc0a-69ee0b1c3cba,USD,190.0,2,2023,11
1a6db967-131f-5b26-b50d-94de08129be9dcc093a4-40d8-5a54-bc0a-69ee0b1c3cba,USD,190.0,2,2023,11
1a6db967-131f-5b26-b50d-94de08129be9303e7f57-c61c-5593-9d1b-6efa4c5292cc,USD,475.0,5,2023,11
1a6db967-131f-5b26-b50d-94de08129be9303e7f57-c61c-5593-9d1b-6efa4c5292cc,USD,190.0,2,2023,11
08733c30-bff9-5fa3-9790-1f3422244ffd08733c30-bff9-5fa3-9790-1f3422244ffd,USD,480.0,3,2023,11
08733c30-bff9-5fa3-9790-1f3422244ffd08733c30-bff9-5fa3-9790-1f3422244ffd,USD,640.0,4,2023,11
08733c30-bff9-5fa3-9790-1f3422244ffdbc7a4261-a668-534b-9877-e72634645e27,USD,800.0,5,2023,11
08733c30-bff9-5fa3-9790-1f3422244ffd6601cd91-1f4c-5a18-b9c0-a2ad5919ee4f,USD,640.0,4,2023,11
08733c30-bff9-5fa3-9790-1f3422244ffd7bec6e71-e58c-52e5-a67d-dd4bdc3833ea,USD,480.0,3,2023,11
08733c30-bff9-5fa3-9790-1f3422244ffd4d57788c-54ad-5c56-859a-7afca206899b,USD,320.0,2,2023,11
08733c30-bff9-5fa3-9790-1f3422244ffd4d57788c-54ad-5c56-859a-7afca206899b,USD,480.0,3,2023,11
08733c30-bff9-5fa3-9790-1f3422244ffd84fbd3b1-e1ef-599d-85d9-bf2a8cec8123,USD,160.0,1,2023,11
354f479e-4603-5b4d-a5dd-7494abd5b0ee354f479e-4603-5b4d-a5dd-7494abd5b0ee,USD,625.0,5,2023,11
ac581006-ce50-5ed5-b68d-06334d8870fdac581006-ce50-5ed5-b68d-06334d8870fd,USD,70.0,1,2023,11
ac581006-ce50-5ed5-b68d-06334d8870fd557416a8-e4d7-5102-8d03-dc95aabf12f0,USD,210.0,3,2023,11
ac581006-ce50-5ed5-b68d-06334d8870fd557416a8-e4d7-5102-8d03-dc95aabf12f0,USD,210.0,3,2023,11
70ab330f-91f3-5637-a605-1f003ee303dc8007c1dd-8d69-5634-a374-4c63adb005cb,USD,575.0,5,2023,11
70ab330f-91f3-5637-a605-1f003ee303dc8007c1dd-8d69-5634-a374-4c63adb005cb,USD,230.0,2,2023,11
70ab330f-91f3-5637-a605-1f003ee303dc2c8f18a5-cc22-56ec-b8d5-cd3fd93a6ff8,USD,460.0,4,2023,11
70ab330f-91f3-5637-a605-1f003ee303dc2c8f18a5-cc22-56ec-b8d5-cd3fd93a6ff8,USD,575.0,5,2023,11
717505fa-be76-5547-8412-e581a371f0e4717505fa-be76-5547-8412-e581a371f0e4,USD,500.0,4,2023,11
84cdedcd-2de2-57a5-96ad-620bb5211e2384cdedcd-2de2-57a5-96ad-620bb5211e23,USD,305.90999999999997,3,2023,11
84cdedcd-2de2-57a5-96ad-620bb5211e2384cdedcd-2de2-57a5-96ad-620bb5211e23,USD,407.88,4,2023,11
07b0b796-c3e2-5fb4-9fca-860bbaa6233b07b0b796-c3e2-5fb4-9fca-860bbaa6233b,USD,230.0,2,2023,11
07b0b796-c3e2-5fb4-9fca-860bbaa6233be5c67bc8-7b38-5e4c-b6a6-b7bcc3814c45,USD,345.0,3,2023,11
07b0b796-c3e2-5fb4-9fca-860bbaa6233bd1c63eee-86df-5027-9359-05376d07b331,USD,115.0,1,2023,11
07b0b796-c3e2-5fb4-9fca-860bbaa6233bd1c63eee-86df-5027-9359-05376d07b331,USD,460.0,4,2023,11
